Symbol,Security,Sector,SubIndustry,Founded,Age,YearAdded,Price,PE,PB,DivYield,EPS,MarketCapBn,Payer,PayoutRatio
COO,Cooper Companies (The),Health Care,Health Care Supplies,1958,68,2016,70.31,59.584747,1.6632758,,1.18,13.712603136,False,
CPRT,Copart,Industrials,Diversified Support Services,1982,44,2018,27.94,17.354038,2.9481905,,1.61,25.86717184,False,
GLW,Corning Inc.,Information Technology,Electronic Components,1851,175,1995,146.65,70.50481,11.260846,0.0076,2.08,126.212530176,True,0.5358365384615384
CPAY,Corpay,Financials,Transaction & Payment Processing Services,2000,26,2018,370.58,22.17714,6.9820633,,16.71,24.22181888,False,
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,2019,7,2019,89.25,48.243244,2.4546878,0.0081,1.85,59.692183552,True,0.3907702702702702
CSGP,CoStar Group,Real Estate,Real Estate Services,1987,39,2022,27.66,395.14285,1.4230591,,0.07,11.29511936,False,
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,1976,50,1993,935.03,46.93926,25.082623,0.0063,19.92,414.665998336,True,0.2957173192771084
CRWD,CrowdStrike,Information Technology,Systems Software,2011,15,2024,183.28,,40.272465,,-0.04,186.626555904,False,
CCI,Crown Castle,Real Estate,Telecom Tower REITs,1994,32,2012,74.9,30.571428,-9.757687,0.0567,2.45,32.73129984,True,1.7333999999999998
CSX,CSX Corporation,Industrials,Rail Transportation,1980,46,1957,53.23,30.947674,7.0021043,0.0105,1.72,98.607235072,True,0.3249505813953489
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,1919,107,1965,664.65,34.49144,7.4256763,0.0132,19.27,91.71443712,True,0.45528697457187334
CVS,CVS Health,Health Care,Health Care Services,1996,30,1957,107.74,47.254387,1.7707288,0.0247,2.28,137.468411904,True,1.1671833333333335
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,1969,57,1998,191.5,34.13547,2.5595446,0.0084,5.61,134.621831168,True,0.28673796791443845
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,1938,88,1995,196.31,18.80364,10.164656,0.0312,10.44,22.484365312,True,0.5866735632183908
DVA,DaVita,Health Care,Health Care Services,1979,47,2008,235.44,22.682081,-20.625494,,10.38,15.111716864,False,
DECK,Deckers Brands,Consumer Discretionary,Footwear,1973,53,2024,96.04,13.66145,5.769208,,7.03,13.33812736,False,
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,1837,189,1957,628.16,35.5898,6.1871223,0.0103,17.65,169.563897856,True,0.36657495750708213
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",2016,10,2024,437.5,34.8328,-202.26537,0.0058,12.56,282.687307776,True,0.20203025477707004
DAL,Delta Air Lines,Industrials,Passenger Airlines,1929,97,2013,85.06,14.106135,2.550295,0.0091,6.03,55.93741312,True,0.1283658374792703
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,1971,55,2000,45.04,12.545961,1.8129126,0.0231,3.59,51.949277184,True,0.2898116991643454
DXCM,Dexcom,Health Care,Health Care Equipment,1999,27,2020,71.54,30.703863,9.3369875,,2.33,27.605354496,False,
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,2007,19,2018,204.68,208.85713,1.5786754,0.0215,0.98,57.579204608,True,4.490428571428572
DLR,Digital Realty,Real Estate,Data Center REITs,2004,22,2016,199.08,382.84616,2.7585635,0.0245,0.52,74.907631616,True,9.379730769230768
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,1939,87,2012,117.23,16.58133,2.9241707,0.0201,7.07,25.859373056,True,0.3332847241867044
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,1986,40,2011,120.45,19.333868,6.6422186,,6.23,23.147429888,False,
D,Dominion Energy,Utilities,Multi-Utilities,1983,43,2016,71.1,20.97345,2.2196553,0.0376,3.39,62.533337088,True,0.7886017699115043
DPZ,Domino's,Consumer Discretionary,Restaurants,1960,66,2020,332.97,18.865156,-2.7648885,0.0239,17.65,11.015225344,True,0.4508772237960341
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,1955,71,1985,202.2,24.449818,3.681987,0.0103,8.27,27.232339968,True,0.25183313180169287
DOW,Dow Inc.,Materials,Commodity Chemicals,2019,7,2019,29.84,,1.3590819,0.0469,-1.83,21.55464704,True,
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,1978,48,2005,146.76,13.990467,1.7296813,0.0123,10.49,41.048956928,True,0.17208274547187796
DTE,DTE Energy,Utilities,Multi-Utilities,1995,31,1957,149.46,24.58224,2.5230854,0.0312,6.08,31.091914752,True,0.7669657894736842
DUK,Duke Energy,Utilities,Electric Utilities,1904,122,1976,130.52,20.08,1.8985832,0.0333,6.5,101.752905728,True,0.6686640000000001
DD,DuPont,Materials,Specialty Chemicals,2017,9,2019,137.7,120.789474,1.3399373,0.0174,1.14,18.592172032,True,2.101736842105263
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,1911,115,1957,404.07,39.53718,7.9560137,0.0109,10.22,156.900376576,True,0.43095528375733855
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,1995,31,2002,109.39,25.263279,11.058431,0.0113,4.33,48.56915968,True,0.2854750577367205
ECL,Ecolab,Materials,Specialty Chemicals,1923,103,1989,268.75,36.36671,7.5606256,0.0109,7.39,75.6363264,True,0.39639715832205685
EIX,Edison International,Utilities,Electric Utilities,1886,140,1957,79.75,8.668478,1.7803327,0.044,9.2,30.687318016,True,0.3814130434782609
EW,Edwards Lifesciences,Health Care,Health Care Equipment,1958,68,2011,82.63,49.184525,4.616459,,1.68,47.578353664,False,
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,1982,44,2002,209.06,59.561253,7.74899,0.0036,3.51,52.422107136,True,0.21442051282051283
ELV,Elevance Health,Health Care,Managed Health Care,2014,12,2002,377.68,16.696728,1.8246645,0.0182,22.62,81.907195904,True,0.30388045977011496
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,1890,136,1965,147.94,34.24537,4.081216,0.015,4.32,82.861187072,True,0.5136805555555556
ETR,Entergy,Utilities,Electric Utilities,1913,113,1957,115.95,29.57908,3.0602548,0.0221,3.92,54.101700608,True,0.6536977040816327
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,1999,27,2000,146.39,14.394297,2.533225,0.0279,10.17,77.971488768,True,0.4016008849557522
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,1888,138,2022,53.03,12.303945,1.320501,0.0124,4.31,33.171113984,True,0.15256890951276106
EFX,Equifax,Industrials,Research & Consulting Services,1899,127,1997,172.54,30.323374,4.632319,0.013,5.69,20.270843904,True,0.3942038664323374
EQIX,Equinix,Real Estate,Data Center REITs,1998,28,2015,1084.24,75.19001,7.478755,0.0182,14.42,106.932355072,True,1.3684582524271847
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,1969,57,2001,67.86,29.633188,2.4233983,0.0414,2.29,26.219474944,True,1.2268139737991266
ERIE,Erie Indemnity,Financials,Insurance Brokers,1925,101,2024,223.55,20.45288,4.9667845,0.0262,10.93,11.68940032,True,0.5358655077767613
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,1971,55,2014,293.46,33.01012,3.471995,0.0353,8.89,20.227080192,True,1.165257367829021
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,1946,80,2006,80.29,,7.274622,0.0174,-0.7,29.04851456,True,
EG,Everest Group,Financials,Reinsurance,1973,53,2017,385.12,7.8435845,1.0024049,0.0208,49.1,15.239814144,True,0.16314655804480652
EVRG,Evergy,Utilities,Electric Utilities,1909,117,2018,87.18,23.18617,1.9786205,0.0319,3.76,20.096124928,True,0.7396388297872342
ES,Eversource Energy,Utilities,Electric Utilities,1966,60,2009,74.91,16.040686,1.7037392,0.0421,4.67,28.172156928,True,0.6753128479657388
EXC,Exelon,Utilities,Electric Utilities,2000,26,1957,47.53,17.410255,1.6589878,0.0353,2.73,48.633081856,True,0.6145820512820512
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1996,30,2007,259.94,22.9832,54.154163,0.0068,11.31,31.198539776,True,0.15628576480990272
EXPD,Expeditors International,Industrials,Air Freight & Logistics,1979,47,2007,175.3,28.319872,10.131191,0.0092,6.19,22.927685632,True,0.2605428109854604
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,1977,49,2016,147.71,33.19326,2.3398495,0.0439,4.45,32.598700032,True,1.4571840449438203
XOM,ExxonMobil,Energy,Integrated Oil & Gas,1999,27,1957,156.94,26.465431,2.557234,0.0263,5.93,650.50804224,True,0.6960408094435077
FFIV,"F5, Inc.",Information Technology,Communications Equipment,1996,30,2010,392.21,32.14836,6.0991197,,12.2,22.128193536,False,
FDS,FactSet,Financials,Financial Exchanges & Data,1978,48,2021,254.36,16.745228,4.477854,0.0182,15.19,9.046452224,True,0.3047631336405531
FICO,Fair Isaac,Information Technology,Application Software,1956,70,2023,1237.37,39.219334,-13.715181,,31.55,28.695732224,False,
FAST,Fastenal,Industrials,Trading Companies & Distributors,1967,59,2008,47.02,40.188038,13.260012,0.0204,1.17,53.95533824,True,0.8198358974358977
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,1962,64,2016,126.08,21.850954,3.4562352,0.0359,5.77,10.958671872,True,0.7844492201039863
FDX,FedEx,Industrials,Air Freight & Logistics,1971,55,1980,314.96,16.978975,2.3985074,0.0155,18.55,74.513604608,True,0.2631741239892183
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,1968,58,2006,41.51,8.044574,1.3432353,0.0405,5.16,21.455652864,True,0.32580523255813953
FITB,Fifth Third Bancorp,Financials,Regional Banks,1858,168,1996,57.41,19.329966,1.9023161,0.0279,2.97,52.04635648,True,0.5393060606060606
FSLR,First Solar,Information Technology,Semiconductors,1999,27,2022,202.82,131.70131,2.206148,,1.54,21.793691648,False,
FE,FirstEnergy,Utilities,Electric Utilities,1997,29,1997,49.92,27.130434,2.2819529,0.0373,1.84,28.875282432,True,1.0119652173913043
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,1903,123,1957,14.37,,1.528886,0.0418,-1.55,57.260036096,True,
FTNT,Fortinet,Information Technology,Systems Software,2000,26,2018,152.37,59.05814,113.03412,,2.58,111.633629184,False,
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,2016,10,2016,62.31,36.652943,3.1303692,0.0039,1.7,18.995890176,True,0.14294647058823529
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,2019,7,2019,55.31,14.5552635,2.1217585,0.0101,3.8,23.224705024,True,0.14700815789473684
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,2019,7,2019,49.41,13.002632,1.8954272,0.0113,3.8,20.747290624,True,0.14692973684210525
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,1947,79,1998,32.49,24.801529,1.3925081,0.0406,1.31,16.883011584,True,1.0069419847328245
FCX,Freeport-McMoRan,Materials,Copper,1912,114,2011,62.6,30.686274,4.358117,0.0096,2.04,89.991241728,True,0.2945882352941176
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,1989,37,2012,243.03,27.093645,5.056699,0.0173,8.97,46.869843968,True,0.468720066889632
IT,Gartner,Information Technology,IT Consulting & Other Services,1979,47,2017,140.5,13.883399,150.42827,,10.12,9.40674048,False,
GE,GE Aerospace,Industrials,Aerospace & Defense,1892,134,1957,353.73,41.664314,20.806425,0.0053,8.49,367.01700096,True,0.22082084805653712
GEHC,GE HealthCare,Health Care,Health Care Equipment,1994,32,2023,60.58,14.527578,2.5831487,0.0023,4.17,27.55734528,True,0.03341342925659472
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,2024,2,2024,1014.75,29.067602,22.60274,0.002,34.91,270.262009856,True,0.058135204812374684
GEN,Gen Digital,Information Technology,Systems Software,1982,44,2003,25.84,16.4586,5.918461,0.0193,1.57,15.566891008,True,0.3176509554140128
GNRC,Generac,Industrials,Heavy Electrical Equipment,1959,67,2021,202.01,63.326015,4.437537,,3.19,11.892062208,False,
GD,General Dynamics,Industrials,Aerospace & Defense,1899,127,1957,386.75,24.3239,4.0044107,0.0164,15.9,104.588869632,True,0.3989119496855346
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,1856,170,1957,36.03,,3.4798145,0.0677,-0.16,19.22951168,True,
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,1908,118,2013,82.64,36.892857,1.2223043,0.0087,2.24,74.743873536,True,0.3209678571428571
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,1925,101,1973,124.21,496.84,3.7833145,0.0342,0.25,17.123560448,True,16.991928
GILD,Gilead Sciences,Health Care,Biotechnology,1987,39,2004,129.31,17.617165,6.8298736,0.0254,7.34,160.547405824,True,0.4474760217983651
GPN,Global Payments,Financials,Transaction & Payment Processing Services,2000,26,2016,80.92,29.749998,0.9298477,0.0124,2.72,22.135140352,True,0.3689
GL,Globe Life,Financials,Life & Health Insurance,1900,126,1989,173.48,11.5345745,2.2206576,0.0076,15.04,13.469812736,True,0.0876627659574468
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,1997,29,2024,93.16,14.763867,52.073784,,6.31,12.335301632,False,
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,1869,157,2002,1061.23,16.392185,2.895967,0.0188,64.74,313.07071488,True,0.30817306147667595
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,1919,107,1957,33.36,17.46597,2.5840435,0.0204,1.91,27.868870656,True,0.3563057591623037
HIG,Hartford (The),Financials,Property & Casualty Insurance,1810,216,1957,140.53,9.711818,2.0820184,0.0171,14.47,38.523604992,True,0.1660720801658604
HAS,Hasbro,Consumer Discretionary,Leisure Products,1923,103,1984,88.79,15.798933,19.390697,0.0315,5.62,12.562958336,True,0.49766637010676157
HCA,HCA Healthcare,Health Care,Health Care Facilities,1968,58,2015,382.19,12.820866,-13.493505,0.0082,29.81,84.784955392,True,0.10513109694733312
DOC,Healthpeak Properties,Real Estate,Health Care REITs,1985,41,2008,22.27,69.59375,1.9783247,0.0548,0.32,15.353377792,True,3.8137375000000002
HSIC,Henry Schein,Health Care,Health Care Distributors,1932,94,2015,85.47,25.821753,2.9944296,,3.31,9.736465408,False,
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,1894,132,1957,174.3,32.458103,7.468507,0.0333,5.37,35.355602944,True,1.0808547486033522
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",2015,11,2015,47.69,44.57009,2.49516,0.012,1.07,63.151263744,True,0.534841121495327
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1919,107,2017,324.97,49.53811,-12.56554,0.0018,6.56,73.978888192,True,0.08916859756097563
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,1978,48,1988,332.98,23.632364,23.927853,0.028,14.09,332.019924992,True,0.6617061745919093
HON,Honeywell Technologies,Industrials,Industrial Conglomerates,1906,120,1957,243.15,9.344734,5.668625,0.0392,26.02,77.063962624,True,0.3663136049192929
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,1891,135,2009,25.31,29.776468,1.7521634,0.0462,0.85,13.928470528,True,1.3756729411764705
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,1993,33,2007,24.5,16.666666,2.457865,0.0327,1.47,16.9972736,True,0.545
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,1888,138,2016,289.26,1701.5294,21.00501,0.0017,0.17,115.735093248,True,2.8925999999999994
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",1939,87,1974,25.75,9.537037,-164.01273,0.0466,2.7,23.54895872,True,0.44442592592592595
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,1888,138,2023,486.09,28.728724,6.8157153,0.0117,16.92,25.685858304,True,0.3361260638297872
HUM,Humana,Health Care,Managed Health Care,1961,65,2012,389.32,41.50533,2.5157347,0.0091,9.38,46.74234368,True,0.3776985074626865
HBAN,Huntington Bancshares,Financials,Regional Banks,1866,160,1997,17.36,13.3538475,1.1792678,0.0357,1.3,35.074404352,True,0.4767323076923077
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,2011,15,2018,287.59,18.68681,2.200248,0.0192,15.39,11.332204544,True,0.3587867446393761
IBM,IBM,Information Technology,IT Consulting & Other Services,1911,115,1957,214.19,19.005323,6.105236,0.0316,11.27,201.795764224,True,0.6005682342502219
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,1988,38,2019,223.27,32.97932,4.0962462,0.0131,6.77,16.525341696,True,0.43202909896602665
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,1983,43,2017,544.32,39.994125,27.71769,,13.61,42.937593856,False,
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,1912,114,1986,283.02,26.254173,25.217855,0.0228,10.78,81.424850944,True,0.5985951762523192
INCY,Incyte,Health Care,Biotechnology,1991,35,2017,117.67,16.620056,4.1844172,,7.08,23.50836736,False,
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,1859,167,2020,84.4,57.027027,3.2456546,0.0009,1.48,33.028829184,True,0.05132432432432432
PODD,Insulet Corporation,Health Care,Health Care Equipment,2000,26,2023,163.26,38.144855,8.681272,,4.28,11.30814976,False,
INTC,Intel,Information Technology,Semiconductors,1968,58,1976,92.32,,4.1628714,,-2.09,465.662050304,False,
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,2000,26,2007,145.79,21.22125,2.7992933,0.0143,6.87,82.446065664,True,0.30346390101892284
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,1958,68,1976,75.94,23.510836,1.3725172,0.0211,3.23,19.387746304,True,0.49607863777089783
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,1898,128,1957,42.16,,1.5072753,0.0439,-5.19,22.324434944,True,
INTU,Intuit,Information Technology,Application Software,1983,43,2000,296.33,18.079927,3.9397726,0.0162,16.39,81.057210368,True,0.29289481391092126
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,1995,31,2008,337.5,38.748566,6.5740776,,8.71,120.918843392,False,
IVZ,Invesco,Financials,Asset Management & Custody Banks,1935,91,2008,29.93,,1.3615686,0.0287,-1.47,13.267868672,True,
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,2012,14,2022,29.78,31.34737,1.9457693,0.0403,0.95,17.690570752,True,1.263298947368421
IQV,IQVIA,Health Care,Life Sciences Tools & Services,1982,44,2017,208.05,25.84472,5.581639,,8.05,34.723545088,False,
IRM,Iron Mountain,Real Estate,Other Specialized REITs,1951,75,2009,128.31,139.46739,-31.417727,0.0269,0.92,38.175391744,True,3.7516728260869563
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,1961,65,2015,288.3,40.951702,7.403507,0.0062,7.04,27.071369216,True,0.25390056818181816
JBL,Jabil,Information Technology,Electronic Manufacturing Services,1966,60,2023,312.59,39.07375,24.76745,0.001,8.0,32.75539456,True,0.03907375
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,1976,50,2018,150.58,21.06014,5.0228496,0.0158,7.15,10.698826752,True,0.3327502097902098
J,Jacobs Solutions,Industrials,Construction & Engineering,1947,79,2007,134.56,39.693214,4.8298635,0.0107,3.39,15.88896256,True,0.4247174041297935
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,1886,140,1973,263.4,30.592335,7.8079143,0.0203,8.61,634.76727808,True,0.6210243902439023
JCI,Johnson Controls,Industrials,Building Products,1885,141,2010,143.37,43.844036,6.470933,0.0112,3.27,87.472267264,True,0.4910532110091743
JPM,JPMorgan Chase,Financials,Diversified Banks,2000,26,1975,353.21,15.126766,2.6555743,0.017,23.35,938.90281472,True,0.25715503211991436
KVUE,Kenvue,Consumer Staples,Personal Care Products,2022,4,2023,19.28,22.952383,3.4895928,0.043,0.84,37.017767936,True,0.986952380952381
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1981,45,2022,29.68,21.985186,1.5984489,0.031,1.35,40.381407232,True,0.6815407407407407
KEY,KeyCorp,Financials,Regional Banks,1825,201,1994,22.65,13.245613,1.4036936,0.0362,1.71,24.281591808,True,0.47949122807017547
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,2014,12,2018,318.67,51.31562,8.595048,,6.21,54.45922816,False,
KMB,Kimberly-Clark,Consumer Staples,Household Products,1872,154,1957,109.7,21.218567,20.273518,0.0467,5.17,36.413853696,True,0.9909071566731141
KIM,Kimco Realty,Real Estate,Retail REITs,1958,68,2006,26.1,30.0,1.6942551,0.0398,0.87,17.601572864,True,1.194
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,1997,29,2012,32.86,21.2,2.31148,0.0359,1.55,73.107775488,True,0.7610800000000001
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,1976,50,2024,99.36,33.795918,3.1615121,0.0075,2.94,92.647391232,True,0.253469387755102
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,1975,51,1997,210.52,59.46893,47.191216,0.0044,3.54,274.997051392,True,0.2616632768361582
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,2015,11,2015,25.67,,0.726208,0.0623,-4.86,30.438912,True,
KR,Kroger,Consumer Staples,Food Retail,1883,143,1957,56.87,33.25731,6.146779,0.0253,1.71,34.84125184,True,0.8414099415204678
LHX,L3Harris,Industrials,Aerospace & Defense,2019,7,2008,300.21,32.560734,2.9208705,0.0167,9.22,55.9276032,True,0.5437643167028199
LH,Labcorp,Health Care,Health Care Services,1978,48,2004,296.77,26.309397,2.7981858,0.0097,11.28,24.335138816,True,0.2552011524822695
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,1980,46,2012,305.21,57.80492,36.059784,0.0034,5.28,381.686775808,True,0.19653674242424238
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,1988,38,2019,46.08,17.860466,25.50083,0.026,2.58,30.53432832,True,0.4643720930232557
LDOS,Leidos,Industrials,Diversified Support Services,1969,57,2019,112.14,10.259835,2.8137703,0.0153,10.93,14.105581568,True,0.1569754803293687
LEN,Lennar,Consumer Discretionary,Homebuilding,1954,72,2005,84.64,13.266458,0.94305354,0.0236,6.38,20.389363712,True,0.3130884012539185
LLY,Lilly (Eli),Health Care,Pharmaceuticals,1876,150,1970,1196.03,42.548203,34.253517,0.0058,28.11,1066.549444608,True,0.24677958022056207
LIN,Linde plc,Materials,Industrial Gases,1879,147,1992,512.28,34.015938,6.1448045,0.0125,15.06,236.85128192,True,0.425199203187251
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,2010,16,2019,177.24,,-293.44373,,-1.77,41.246019584,False,
LMT,Lockheed Martin,Industrials,Aerospace & Defense,1995,31,1957,582.6,21.50609,17.89257,0.0237,27.09,134.458687488,True,0.5096943521594685
L,Loews Corporation,Financials,Multi-line Insurance,1959,67,1995,117.9,15.0,1.2970582,0.0021,7.86,24.260151296,True,0.0315
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,1904,122,1984,207.64,17.537163,-12.565965,0.0241,11.84,116.425220096,True,0.42264560810810814
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1998,28,2023,114.28,9.253441,2.7097905,,12.35,12.97694208,False,
LYB,LyondellBasell,Materials,Specialty Chemicals,2007,19,2012,60.32,,1.9391756,0.0683,-2.12,19.47037696,True,
MTB,M&T Bank,Financials,Regional Banks,1856,170,2004,249.6,13.213341,1.4179723,0.024,18.89,36.175273984,True,0.3171201694017999
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,2009,17,2011,309.24,20.37154,5.4084682,0.0126,15.18,90.278486016,True,0.2566814229249012
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1927,99,1998,374.43,39.20733,-24.220842,0.0078,9.55,98.73293312,True,0.3058171727748691
MLM,Martin Marietta Materials,Materials,Construction Materials,1993,33,2014,559.6,35.084637,2.9749181,0.0059,15.95,33.601683456,True,0.20699937304075236
MAS,Masco,Industrials,Building Products,1929,97,1981,79.27,19.621286,-66.05833,0.0161,4.04,15.991487488,True,0.3159027227722772
MA,Mastercard,Financials,Transaction & Payment Processing Services,1966,60,2008,539.66,31.248405,71.232834,0.0064,17.27,476.83485696,True,0.19998980891719745
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,1889,137,2003,49.96,8.312812,1.9200615,0.0384,6.01,13.43182336,True,0.3192119800332779
MCD,McDonald's,Consumer Discretionary,Restaurants,1940,86,1970,264.76,21.826876,-146.27626,0.0281,12.13,188.113534976,True,0.6133352019785655
MCK,McKesson Corporation,Health Care,Health Care Distributors,1833,193,1999,840.9,21.92699,-46.458565,0.0045,38.35,98.45067776,True,0.09867144719687092
MDT,Medtronic,Health Care,Health Care Equipment,1949,77,1986,83.21,22.308311,2.1535792,0.0346,3.73,106.512556032,True,0.7718675603217158
MRK,Merck & Co.,Health Care,Pharmaceuticals,1891,135,1957,131.07,36.92113,7.0558786,0.0259,3.55,323.719921664,True,0.9562571830985915
META,Meta Platforms,Communication Services,Interactive Media & Services,2004,22,2013,595.19,21.643272,6.199056,0.0035,27.5,1510.844137472,True,0.07575145454545455
MET,MetLife,Financials,Life & Health Insurance,1868,158,2000,94.83,18.34236,2.242056,0.025,5.17,61.017112576,True,0.4585589941972921
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,1945,81,2016,1327.18,31.154463,-640.2219,,42.6,26.8191232,False,
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,1986,40,2017,45.54,62.38356,4.7881403,,0.73,11.651465216,False,
MCHP,Microchip Technology,Information Technology,Semiconductors,1989,37,2007,78.86,358.45456,6.645879,0.0231,0.22,42.821640192,True,8.2803
MU,Micron Technology,Information Technology,Semiconductors,1978,48,1994,920.95,20.83126,10.322816,0.0006,44.21,1040.11464704,True,0.012498755937570685
MSFT,Microsoft,Information Technology,Systems Software,1975,51,1994,381.7,22.73377,6.8433228,0.0095,16.79,2835.433652224,True,0.21597081596188208
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,1977,49,2016,133.88,40.693012,2.811483,0.0457,3.29,15.975451648,True,1.8596705167173249
MRNA,Moderna,Health Care,Biotechnology,2010,16,2021,54.07,,2.8976421,,-8.14,21.4542336,False,
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,2005,21,1976,40.95,,0.7647773,0.0469,-10.55,7.680228352,True,
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,2012,14,2012,60.52,90.328354,3.0169492,0.033,0.67,77.686489088,True,2.9808358208955226
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,1997,29,2021,1333.81,95.20414,17.819298,0.006,14.01,65.530089472,True,0.5712248394004282
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2012,14,2012,93.49,45.164253,10.476244,,2.07,91.433975808,False,
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,1909,117,1998,471.5,29.936508,26.993761,0.0087,15.75,81.654841344,True,0.260447619047619
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,1935,91,1993,214.48,17.324717,3.240956,0.0214,12.38,337.16256768,True,0.3707489499192245
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,2004,22,2011,22.3,159.2857,0.60047925,0.0395,0.14,7.087980032,True,6.291785714285714
MSI,Motorola Solutions,Information Technology,Communications Equipment,1928,98,1957,417.83,33.668816,27.296661,0.0116,12.41,69.35793664,True,0.3905582594681708
