CompanyKey,SectorKey,AgeBandKey,Price,PE,PB,DivYield,EPS,MarketCapBn,Payer,PayoutRatio,Age,Founded
RMD,Health Care,25-50y,195.270000,18.830280,4.362698,0.012300,10.370000,28.325161,True,0.231612,37,1989
RVTY,Health Care,75-100y,110.470000,53.110580,1.716839,0.002500,2.080000,12.324009,True,0.132776,89,1937
ROK,Industrials,100-150y,462.160000,48.091570,14.601289,0.011900,9.610000,51.426370,True,0.572290,123,1903
ROL,Industrials,75-100y,38.560000,35.054546,13.435541,0.018900,1.100000,18.552967,True,0.662531,78,1948
ROP,Information Technology,25-50y,367.340000,15.312213,1.942745,0.009900,23.990000,36.329927,True,0.151591,45,1981
ROST,Consumer Discretionary,25-50y,238.890000,33.317990,12.163443,0.007500,7.170000,76.631392,True,0.249885,44,1982
RCL,Consumer Discretionary,25-50y,293.540000,17.920637,8.025043,0.017000,16.380000,78.725956,True,0.304651,29,1997
SPGI,Financials,100-150y,426.400000,26.953224,4.048844,0.009100,15.820000,126.214398,True,0.245274,109,1917
CRM,Information Technology,25-50y,163.660000,18.986080,3.915218,0.010800,8.620000,134.037545,True,0.205050,27,1999
SBAC,Real Estate,25-50y,173.570000,18.289780,-3.874331,0.028800,9.490000,18.409359,True,0.526746,37,1989
SLB,Energy,75-100y,52.420000,25.570732,2.993889,0.022500,2.050000,77.791281,True,0.575341,100,1926
STX,Information Technology,25-50y,851.690000,80.652460,174.526640,0.003500,10.560000,192.696664,True,0.282284,47,1979
SRE,Utilities,25-50y,92.980000,31.625850,1.884284,0.028300,2.940000,60.781715,True,0.895012,28,1998
NOW,Information Technology,<25y,98.780000,61.737500,8.686247,,1.600000,102.124888,False,,23,2003
SHW,Materials,150y+,317.510000,30.500483,17.570140,0.010100,10.410000,78.309278,True,0.308055,160,1866
SPG,Real Estate,<25y,229.780000,15.979137,15.465070,0.038300,14.380000,87.311712,True,0.612001,23,2003
SWKS,Information Technology,<25y,60.210000,25.087498,1.570586,0.047200,2.400000,9.055944,True,1.184130,24,2002
SJM,Consumer Staples,100-150y,118.320000,,2.276479,0.037900,-1.300000,12.646122,True,,129,1897
SW,Materials,75-100y,48.560000,67.444440,1.408434,0.037300,0.720000,25.467976,True,2.515678,92,1934
SNA,Industrials,100-150y,404.120000,20.618366,3.458362,0.024200,19.600000,20.903965,True,0.498964,106,1920
SOLV,Health Care,<25y,78.010000,9.548347,2.724289,,8.170000,13.509361,False,,3,2023
SO,Utilities,75-100y,97.250000,24.872122,2.953234,0.031300,3.910000,109.630030,True,0.778497,81,1945
LUV,Industrials,50-75y,45.080000,28.175001,3.112615,0.016000,1.600000,22.053507,True,0.450800,59,1967
SWK,Industrials,150y+,91.260000,37.401638,1.580260,0.036800,2.440000,14.186876,True,1.376380,183,1843
SBUX,Consumer Discretionary,50-75y,103.250000,78.816795,-13.898237,0.024000,1.310000,117.674025,True,1.891603,55,1971
STT,Financials,150y+,185.400000,16.363636,2.130838,0.019800,11.330000,50.929852,True,0.324000,234,1792
STLD,Materials,25-50y,247.110000,22.423775,3.777574,0.008600,11.020000,35.636421,True,0.192844,33,1993
STE,Health Care,25-50y,214.070000,27.029041,2.914420,0.011800,7.920000,20.862767,True,0.318943,41,1985
SYK,Health Care,75-100y,330.250000,38.179190,5.509584,0.010700,8.650000,126.604894,True,0.408517,85,1941
SMCI,Information Technology,25-50y,30.100000,15.842106,2.389458,,1.900000,19.470879,False,,33,1993
SYF,Financials,<25y,72.900000,7.476923,1.610445,0.018700,9.750000,23.719535,True,0.139818,23,2003
SNPS,Information Technology,25-50y,373.470000,85.462240,2.345902,,4.370000,71.511785,False,,40,1986
SYY,Consumer Staples,50-75y,83.110000,23.086111,17.300167,0.026500,3.600000,39.741755,True,0.611782,57,1969
TMUS,Communication Services,25-50y,180.090000,18.837866,3.499611,0.022700,9.560000,193.177420,True,0.427620,32,1994
TROW,Financials,75-100y,116.500000,12.500000,2.322753,0.044600,9.320000,24.962060,True,0.557500,89,1937
TTWO,Communication Services,25-50y,231.650000,,12.232666,,-1.620000,43.009679,False,,33,1993
TPR,Consumer Discretionary,<25y,142.600000,43.475613,42.276910,0.011200,3.280000,28.811577,True,0.486927,9,2017
TRGP,Energy,<25y,281.330000,28.736465,19.259943,0.017800,9.790000,60.385767,True,0.511509,21,2005
TGT,Consumer Staples,100-150y,136.780000,18.092592,3.789130,0.033900,7.560000,62.124257,True,0.613339,124,1902
TEL,Information Technology,<25y,202.940000,19.876593,4.479912,0.014700,10.210000,58.840560,True,0.292186,19,2007
TDY,Information Technology,50-75y,655.350000,31.751453,2.836350,,20.640000,30.361799,False,,66,1960
TER,Information Technology,50-75y,349.920000,64.920230,17.423693,0.001500,5.390000,54.777233,True,0.097380,66,1960
TSLA,Consumer Discretionary,<25y,313.030000,284.572720,13.973930,,1.100000,1236.326810,False,,23,2003
TXN,Information Technology,75-100y,279.580000,42.554030,14.175328,0.020300,6.570000,255.282479,True,0.863847,96,1930
TXT,Industrials,100-150y,95.530000,18.230917,2.075566,0.000800,5.240000,16.611614,True,0.014585,103,1923
TMO,Health Care,<25y,568.260000,30.584500,4.066261,0.003300,18.580000,211.177619,True,0.100929,20,2006
TJX,Consumer Discretionary,25-50y,154.220000,30.003893,16.381985,0.012400,5.140000,170.367517,True,0.372048,39,1987
TSCO,Consumer Discretionary,75-100y,31.020000,15.280788,6.485469,0.030900,2.030000,16.268427,True,0.472176,88,1938
TT,Industrials,150y+,480.990000,36.772934,12.384838,0.008700,13.080000,106.325467,True,0.319925,155,1871
TDG,Industrials,25-50y,1236.710000,38.610990,-7.524077,,32.030000,69.173617,False,,33,1993
TRV,Financials,150y+,387.260000,10.404621,2.439003,0.012900,37.220000,80.772768,True,0.134220,173,1853
TRMB,Information Technology,25-50y,52.910000,27.701570,2.174681,,1.910000,12.333930,False,,48,1978
TFC,Financials,150y+,51.760000,11.898850,1.087509,0.040200,4.350000,63.231357,True,0.478334,154,1872
TYL,Information Technology,50-75y,297.150000,40.986206,3.544758,,7.250000,12.224915,False,,60,1966
TSN,Consumer Staples,75-100y,57.450000,45.236220,1.117791,0.035500,1.270000,20.229835,True,1.605886,91,1935
USB,Financials,50-75y,63.970000,12.768463,1.644008,0.032500,5.010000,99.648102,True,0.414975,58,1968
UBER,Industrials,<25y,65.940000,16.362282,5.425375,,4.030000,134.227403,False,,17,2009
UDR,Real Estate,50-75y,39.590000,26.931973,3.978895,0.043700,1.470000,14.668715,True,1.176927,54,1972
ULTA,Consumer Discretionary,25-50y,475.360000,17.823770,7.488933,,26.670000,20.435399,False,,36,1990
UNP,Industrials,150y+,307.320000,24.884210,9.395866,0.018000,12.350000,182.571287,True,0.447916,164,1862
UAL,Industrials,50-75y,118.270000,11.073970,2.299139,,10.680000,38.386860,False,,59,1967
UPS,Industrials,100-150y,114.790000,18.574434,6.005860,0.057100,6.180000,97.572217,True,1.060600,119,1907
URI,Industrials,25-50y,1141.590000,27.475090,7.985324,0.006900,41.550000,71.055401,True,0.189578,29,1997
UNH,Health Care,25-50y,420.740000,31.634584,3.647286,0.022100,13.300000,382.092673,True,0.699124,49,1977
UHS,Health Care,25-50y,155.750000,6.503131,1.263056,0.005100,23.950000,9.428536,True,0.033166,47,1979
VLO,Energy,25-50y,302.500000,22.080292,3.762999,0.015900,13.700000,89.822159,True,0.351077,46,1980
VTR,Real Estate,25-50y,100.530000,182.781810,3.723196,0.019900,0.550000,48.874643,True,3.637358,28,1998
VLTO,Industrials,<25y,92.020000,23.716494,7.521046,0.005700,3.880000,22.600042,True,0.135184,3,2023
VRSN,Information Technology,25-50y,280.000000,30.401737,-11.229197,0.011600,9.210000,25.312000,True,0.352660,31,1995
VRSK,Industrials,50-75y,201.340000,30.692074,-22.589476,0.009900,6.560000,26.379938,True,0.303852,55,1971
VZ,Communication Services,25-50y,46.380000,12.078126,1.874621,0.061000,3.840000,193.662419,True,0.736766,43,1983
VRTX,Health Care,25-50y,477.360000,28.329970,6.266293,,16.850000,121.156551,False,,37,1989
VTRS,Health Care,50-75y,17.240000,,1.369558,0.027800,-0.300000,20.076888,True,,65,1961
VICI,Real Estate,<25y,26.730000,9.154109,1.013690,0.067300,2.920000,29.431874,True,0.616072,9,2017
V,Financials,50-75y,355.740000,31.068995,19.082716,0.007500,11.450000,676.526293,True,0.233017,68,1958
VST,Utilities,<25y,163.380000,27.321072,17.697140,0.005600,5.980000,55.088873,True,0.152998,10,2016
VMC,Materials,100-150y,279.700000,33.100594,4.284883,0.007400,8.450000,36.292444,True,0.244944,117,1909
WRB,Financials,50-75y,75.460000,15.987288,3.022269,0.005300,4.720000,28.000035,True,0.084733,59,1967
GWW,Industrials,75-100y,1382.600000,37.176662,16.614794,0.006700,37.190000,65.276858,True,0.249084,99,1927
WAB,Industrials,25-50y,302.500000,40.658604,4.631686,0.004200,7.440000,51.095532,True,0.170766,27,1999
WMT,Consumer Staples,50-75y,109.470000,38.545776,9.239534,0.009000,2.840000,871.170900,True,0.346912,64,1962
DIS,Communication Services,100-150y,94.850000,15.176000,1.522545,0.015800,6.250000,164.708106,True,0.239781,103,1923
WBD,Communication Services,<25y,25.770000,,1.983070,,-0.700000,64.608915,False,,4,2022
WM,Industrials,50-75y,238.750000,277.616270,9.584120,0.014800,0.860000,95.876211,True,4.108721,58,1968
WAT,Health Care,50-75y,374.680000,47.608640,2.405233,,7.870000,36.788277,False,,68,1958
WEC,Utilities,100-150y,115.770000,23.200401,2.767697,0.032900,4.990000,37.709259,True,0.763293,130,1896
WFC,Financials,150y+,86.310000,12.545057,1.622551,0.020900,6.880000,264.124940,True,0.262192,174,1852
WELL,Real Estate,50-75y,252.070000,121.772960,4.056094,0.011700,2.070000,177.939857,True,1.424743,56,1970
WST,Health Care,100-150y,328.200000,42.023050,7.781308,0.002700,7.810000,23.097326,True,0.113462,103,1923
WDC,Information Technology,50-75y,519.800000,31.144396,24.852974,0.001200,16.690000,179.165774,True,0.037373,56,1970
WY,Real Estate,100-150y,23.940000,42.750000,1.828737,0.035100,0.560000,17.261761,True,1.500525,126,1900
WMB,Energy,100-150y,74.000000,32.456142,7.079985,0.028400,2.280000,90.501874,True,0.921754,118,1908
WTW,Financials,<25y,295.110000,17.328830,3.487803,0.013000,17.030000,27.872541,True,0.225275,10,2016
WYNN,Consumer Discretionary,<25y,96.920000,27.770773,-46.776062,0.010300,3.490000,10.059009,True,0.286039,24,2002
XEL,Utilities,100-150y,81.670000,23.536022,2.141265,0.029000,3.470000,50.984096,True,0.682545,117,1909
XYL,Industrials,<25y,119.750000,29.788557,2.540844,0.014400,4.020000,28.463794,True,0.428955,15,2011
YUM,Consumer Discretionary,25-50y,148.920000,24.019356,-5.631523,0.020100,6.200000,41.045512,True,0.482789,29,1997
ZBRA,Information Technology,50-75y,259.920000,31.353440,3.624144,,8.290000,12.380872,False,,57,1969
ZBH,Health Care,75-100y,91.350000,23.665804,1.394039,0.010500,3.860000,17.672798,True,0.248491,99,1927
ZTS,Health Care,50-75y,75.350000,12.352459,9.612195,0.028100,6.100000,31.588839,True,0.347104,74,1952
